Municipality,Sex,Workforce,Worked Hours Week,Worked Days Week,Monthly Wage,Workforce MOE
Tecalitlán,Mujer,3869.0,33.0,5.0,3380.0,1642.0
Tecalitlán,Hombre,3793.0,46.0,5.0,5462.0,1638.0
Aculco,Mujer,7616.0,41.0,5.0,2901.0,2321.0
Aculco,Hombre,10083.0,45.0,5.0,3843.0,2590.0
Mazatlán Villa de Flores,Mujer,650.0,14.0,7.0,150.0,650.0
Mazatlán Villa de Flores,Hombre,893.0,44.0,6.0,2504.0,721.0
La Pe,Mujer,2345.0,22.0,5.0,596.0,1031.0
La Pe,Hombre,3193.0,34.0,4.0,3668.0,1319.0
Reforma de Pineda,Mujer,1105.0,12.0,2.0,1154.0,630.0
Reforma de Pineda,Hombre,846.0,44.0,5.0,2321.0,557.0
San Juan Tamazola,Mujer,1121.0,32.0,6.0,772.0,613.0
San Juan Tamazola,Hombre,787.0,22.0,3.0,2411.0,531.0
San Miguel Aloápam,Mujer,4379.0,40.0,5.0,1050.0,1598.0
San Miguel Aloápam,Hombre,1170.0,45.0,6.0,2827.0,803.0
San Pedro Ixcatlán,Mujer,1805.0,21.0,4.0,792.0,1106.0
San Pedro Ixcatlán,Hombre,4255.0,34.0,4.0,2922.0,1408.0
Santa Cruz Tacache de Mina,Mujer,2685.0,29.0,5.0,2234.0,1250.0
Santa Cruz Tacache de Mina,Hombre,3316.0,40.0,4.0,2660.0,1350.0
Santa Gertrudis,Mujer,1802.0,28.0,4.0,1538.0,1098.0
Santa Gertrudis,Hombre,2003.0,46.0,5.0,2635.0,1092.0
Santiago Nundiche,Mujer,2500.0,27.0,6.0,144.0,985.0
Santiago Nundiche,Hombre,827.0,54.0,6.0,2291.0,566.0
Santiago Tillo,Mujer,1015.0,39.0,5.0,3279.0,593.0
Santiago Tillo,Hombre,1120.0,48.0,5.0,3459.0,594.0
Santo Domingo Yanhuitlán,Mujer,797.0,26.0,5.0,1088.0,581.0
Santo Domingo Yanhuitlán,Hombre,920.0,29.0,3.0,2742.0,641.0
General Felipe Ángeles,Mujer,4824.0,32.0,5.0,1661.0,1831.0
General Felipe Ángeles,Hombre,13195.0,50.0,5.0,4826.0,2663.0
Jopala,Mujer,1687.0,27.0,4.0,1653.0,910.0
Jopala,Hombre,1298.0,39.0,5.0,1993.0,826.0
San Pedro Yeloixtlahuaca,Mujer,2379.0,37.0,5.0,1703.0,1276.0
San Pedro Yeloixtlahuaca,Hombre,1666.0,39.0,5.0,2228.0,1076.0
Altar,Mujer,1585.0,31.0,4.0,7451.0,747.0
Altar,Hombre,1873.0,41.0,5.0,7716.0,867.0
Huásabas,Mujer,1046.0,19.0,4.0,3533.0,644.0
Huásabas,Hombre,2452.0,47.0,5.0,5057.0,966.0
Ilamatlán,Mujer,4755.0,30.0,5.0,2813.0,2174.0
Ilamatlán,Hombre,2503.0,33.0,5.0,3598.0,1571.0
Rafael Lucio,Mujer,3334.0,40.0,5.0,2976.0,1431.0
Rafael Lucio,Hombre,3582.0,44.0,5.0,4382.0,1468.0
Chankom,Mujer,1793.0,26.0,5.0,1827.0,593.0
Chankom,Hombre,1468.0,34.0,5.0,3632.0,591.0
Dzemul,Mujer,612.0,27.0,4.0,3062.0,308.0
Dzemul,Hombre,867.0,37.0,4.0,3646.0,380.0
Kantunil,Mujer,597.0,22.0,6.0,939.0,283.0
Kantunil,Hombre,561.0,41.0,5.0,2974.0,272.0
Río Lagartos,Mujer,953.0,28.0,4.0,2658.0,437.0
Río Lagartos,Hombre,2669.0,40.0,5.0,4618.0,641.0
Apulco,Mujer,1024.0,31.0,5.0,1371.0,435.0
Apulco,Hombre,1037.0,41.0,5.0,4841.0,445.0
San Blas Atempa,Mujer,13774.0,40.0,5.0,2420.0,2275.0
San Blas Atempa,Hombre,6273.0,46.0,5.0,4032.0,1810.0
Churintzio,Mujer,2740.0,27.0,4.0,3264.0,1482.0
Churintzio,Hombre,2147.0,33.0,4.0,3523.0,1350.0
Ecuandureo,Mujer,2634.0,42.0,5.0,4188.0,1093.0
Ecuandureo,Hombre,1834.0,38.0,5.0,4255.0,897.0
Coatecas Altas,Mujer,4826.0,23.0,5.0,702.0,1226.0
Coatecas Altas,Hombre,1703.0,40.0,5.0,2796.0,698.0
Piaxtla,Mujer,3724.0,35.0,4.0,1432.0,1480.0
Piaxtla,Hombre,2450.0,40.0,5.0,3568.0,1264.0
La Perla,Mujer,4847.0,47.0,5.0,3401.0,1857.0
La Perla,Hombre,3640.0,42.0,5.0,3935.0,1718.0
Tezonapa,Mujer,3731.0,37.0,5.0,2159.0,1813.0
Tezonapa,Hombre,3221.0,50.0,5.0,3045.0,1557.0
Teya,Mujer,666.0,30.0,5.0,1893.0,337.0
Teya,Hombre,1086.0,37.0,5.0,3083.0,396.0
Cocotitlán,Mujer,4414.0,41.0,5.0,1730.0,2119.0
Cocotitlán,Hombre,4612.0,47.0,5.0,2977.0,2108.0
San Baltazar Chichicápam,Mujer,2466.0,34.0,5.0,3315.0,1004.0
San Baltazar Chichicápam,Hombre,1261.0,49.0,5.0,3412.0,765.0
San Vicente Coatlán,Mujer,8273.0,33.0,6.0,326.0,1266.0
San Vicente Coatlán,Hombre,1145.0,37.0,4.0,3039.0,553.0
Ixtapangajoya,Mujer,3051.0,37.0,5.0,1864.0,1689.0
Ixtapangajoya,Hombre,4935.0,37.0,5.0,2809.0,1960.0
Casas Grandes,Mujer,1639.0,29.0,4.0,6274.0,966.0
Casas Grandes,Hombre,1519.0,43.0,5.0,6723.0,905.0
Maguarichi,Mujer,534.0,22.0,4.0,1473.0,534.0
Maguarichi,Hombre,1285.0,38.0,5.0,3049.0,771.0
Valle de Zaragoza,Mujer,947.0,49.0,6.0,6599.0,774.0
Valle de Zaragoza,Hombre,5921.0,46.0,5.0,5341.0,1442.0
Huanímaro,Mujer,3865.0,40.0,5.0,2521.0,1309.0
Huanímaro,Hombre,2814.0,38.0,5.0,2994.0,1149.0
Epazoyucan,Mujer,2293.0,37.0,5.0,3947.0,1310.0
Epazoyucan,Hombre,5234.0,44.0,5.0,5015.0,1749.0
Tapalpa,Mujer,1567.0,21.0,4.0,2199.0,1283.0
Tapalpa,Hombre,5392.0,59.0,6.0,7201.0,2243.0
Tenango del Valle,Mujer,8893.0,40.0,5.0,2227.0,5406.0
Tenango del Valle,Hombre,8504.0,50.0,5.0,1934.0,4758.0
José Sixto Verduzco,Mujer,2445.0,36.0,5.0,3544.0,1250.0
José Sixto Verduzco,Hombre,2740.0,37.0,4.0,5148.0,1376.0
Cosoltepec,Mujer,1238.0,40.0,6.0,929.0,610.0
Cosoltepec,Hombre,1661.0,41.0,5.0,2519.0,721.0
San Juan Lachao,Mujer,5130.0,34.0,4.0,3146.0,1823.0
San Juan Lachao,Hombre,2587.0,43.0,5.0,5466.0,1394.0
San Pedro Jicayán,Mujer,1554.0,21.0,4.0,1678.0,758.0
San Pedro Jicayán,Hombre,1324.0,44.0,4.0,4304.0,694.0
Santa María Guienagati,Mujer,1762.0,30.0,4.0,2003.0,970.0
Santa María Guienagati,Hombre,1266.0,48.0,5.0,3965.0,821.0
Santa María Mixtequilla,Mujer,1748.0,37.0,5.0,4518.0,844.0
Santa María Mixtequilla,Hombre,896.0,41.0,5.0,3273.0,601.0
Villa Tejúpam de la Unión,Mujer,864.0,31.0,4.0,944.0,560.0
Villa Tejúpam de la Unión,Hombre,1184.0,44.0,5.0,2881.0,667.0
Teotlalco,Mujer,4782.0,28.0,4.0,2408.0,1886.0
Teotlalco,Hombre,3162.0,37.0,4.0,3343.0,1552.0
Cerro de San Pedro,Mujer,2720.0,35.0,5.0,1772.0,1283.0
Cerro de San Pedro,Hombre,4906.0,41.0,5.0,3587.0,1854.0
Bacerac,Mujer,1523.0,22.0,3.0,2984.0,734.0
Bacerac,Hombre,2719.0,33.0,4.0,4895.0,984.0
Mainero,Mujer,693.0,28.0,4.0,1339.0,435.0
Mainero,Hombre,732.0,24.0,3.0,1924.0,432.0
Comapa,Mujer,2774.0,32.0,5.0,988.0,1503.0
Comapa,Hombre,1310.0,44.0,5.0,3589.0,1056.0
Chalma,Mujer,4760.0,34.0,5.0,2012.0,2269.0
Chalma,Hombre,5242.0,47.0,5.0,3825.0,2287.0
Cenotillo,Mujer,847.0,26.0,4.0,4209.0,400.0
Cenotillo,Hombre,1151.0,34.0,4.0,3469.0,436.0
Cuncunul,Mujer,939.0,31.0,5.0,2351.0,439.0
Cuncunul,Hombre,878.0,52.0,5.0,5558.0,447.0
Coatepec Harinas,Mujer,8433.0,38.0,5.0,3332.0,2887.0
Coatepec Harinas,Hombre,9499.0,44.0,5.0,3120.0,3222.0
Otzoloapan,Mujer,3480.0,32.0,5.0,2112.0,1661.0
Otzoloapan,Hombre,2532.0,39.0,4.0,3123.0,1423.0
Numarán,Mujer,2484.0,35.0,5.0,5211.0,1177.0
Numarán,Hombre,2599.0,45.0,5.0,8052.0,1196.0
San Lucas,Mujer,1638.0,28.0,4.0,7369.0,993.0
San Lucas,Hombre,2231.0,41.0,5.0,7169.0,1100.0
Silacayoápam,Mujer,4725.0,30.0,5.0,1619.0,1690.0
Silacayoápam,Hombre,2270.0,30.0,4.0,2856.0,1100.0
Tilapa,Mujer,3209.0,28.0,4.0,3099.0,1492.0
Tilapa,Hombre,1976.0,41.0,5.0,2176.0,1211.0
Tlachichuca,Mujer,4516.0,34.0,5.0,2389.0,1831.0
Tlachichuca,Hombre,4621.0,49.0,5.0,3824.0,1740.0
Puerto Morelos,Mujer,793.0,33.0,4.0,5018.0,396.0
Puerto Morelos,Hombre,717.0,37.0,4.0,6594.0,373.0
Tamalín,Mujer,6546.0,24.0,3.0,2958.0,2416.0
Tamalín,Hombre,4828.0,44.0,4.0,4517.0,1868.0
San Juan Tepeuxila,Mujer,829.0,20.0,4.0,701.0,576.0
San Juan Tepeuxila,Hombre,544.0,32.0,4.0,5139.0,463.0
San Pedro Atoyac,Mujer,3062.0,40.0,6.0,3536.0,1175.0
San Pedro Atoyac,Hombre,1445.0,51.0,5.0,3331.0,836.0
Atlahuilco,Mujer,3542.0,20.0,3.0,1692.0,1800.0
Atlahuilco,Hombre,12006.0,46.0,5.0,3178.0,3458.0
Carlos A. Carrillo,Mujer,1905.0,32.0,4.0,3212.0,1240.0
Carlos A. Carrillo,Hombre,2385.0,44.0,5.0,4924.0,1345.0
Cuetzala del Progreso,Mujer,517.0,32.0,4.0,1916.0,517.0
Cuetzala del Progreso,Hombre,981.0,47.0,6.0,4208.0,655.0
Santa María Tepantlali,Mujer,910.0,36.0,5.0,3415.0,670.0
Santa María Tepantlali,Hombre,875.0,53.0,6.0,4219.0,651.0
Ixtlán de Juárez,Mujer,1389.0,28.0,4.0,4153.0,759.0
Ixtlán de Juárez,Hombre,1837.0,43.0,5.0,5747.0,847.0
Acapetahua,Mujer,2027.0,41.0,5.0,5425.0,825.0
Acapetahua,Hombre,2212.0,41.0,5.0,6574.0,878.0
Tapilula,Mujer,2422.0,37.0,5.0,6272.0,996.0
Tapilula,Hombre,2063.0,43.0,5.0,6836.0,914.0
Huejotitán,Mujer,1063.0,26.0,4.0,4133.0,762.0
Huejotitán,Hombre,3455.0,34.0,5.0,5459.0,1256.0
Manuel Benavides,Mujer,910.0,9.0,6.0,13119.0,910.0
Manuel Benavides,Hombre,15451.0,44.0,5.0,6034.0,2843.0
Santiago Maravatío,Mujer,1259.0,44.0,5.0,2535.0,776.0
Santiago Maravatío,Hombre,1985.0,34.0,4.0,2345.0,955.0
Atenango del Río,Mujer,821.0,35.0,5.0,2615.0,649.0
Atenango del Río,Hombre,1942.0,40.0,5.0,2509.0,916.0
Tlalixtaquilla de Maldonado,Mujer,2894.0,38.0,5.0,3950.0,1141.0
Tlalixtaquilla de Maldonado,Hombre,1852.0,45.0,5.0,5355.0,919.0
Alfajayucan,Mujer,2524.0,33.0,6.0,976.0,1045.0
Alfajayucan,Hombre,1963.0,52.0,5.0,3110.0,883.0
Tlahuiltepa,Mujer,1235.0,17.0,4.0,1148.0,768.0
Tlahuiltepa,Hombre,1697.0,30.0,3.0,3646.0,829.0
Cihuatlán,Mujer,2605.0,36.0,4.0,4520.0,1323.0
Cihuatlán,Hombre,2658.0,44.0,5.0,6908.0,1337.0
Jalostotitlán,Mujer,2729.0,38.0,5.0,2068.0,1446.0
Jalostotitlán,Hombre,2631.0,44.0,5.0,4887.0,1427.0
Jamay,Mujer,5310.0,35.0,4.0,3705.0,1865.0
Jamay,Hombre,6465.0,38.0,5.0,6643.0,2104.0
Pihuamo,Mujer,1954.0,29.0,4.0,3231.0,1043.0
Pihuamo,Hombre,1261.0,39.0,4.0,5259.0,854.0
San Julián,Mujer,2008.0,28.0,4.0,5041.0,1188.0
San Julián,Hombre,4534.0,41.0,5.0,7036.0,1883.0
Santa María de los Ángeles,Mujer,2135.0,41.0,6.0,3830.0,1252.0
Santa María de los Ángeles,Hombre,3066.0,38.0,5.0,4967.0,1554.0
Tizapán el Alto,Mujer,2377.0,41.0,5.0,289.0,1190.0
Tizapán el Alto,Hombre,2077.0,49.0,6.0,5488.0,1077.0
Tiquicheo de Nicolás Romero,Mujer,1489.0,27.0,4.0,3543.0,1001.0
Tiquicheo de Nicolás Romero,Hombre,1371.0,33.0,4.0,7490.0,953.0
Yurécuaro,Mujer,4798.0,41.0,5.0,6926.0,1872.0
Yurécuaro,Hombre,3022.0,43.0,5.0,5426.0,1453.0
Marín,Mujer,2034.0,38.0,5.0,6885.0,877.0
Marín,Hombre,2765.0,42.0,5.0,8402.0,933.0
Ayotzintepec,Mujer,4927.0,33.0,5.0,1697.0,1574.0
Ayotzintepec,Hombre,1069.0,32.0,4.0,2323.0,633.0
San Juan Juquila Vijanos,Mujer,562.0,34.0,5.0,447.0,516.0
San Juan Juquila Vijanos,Hombre,1263.0,37.0,5.0,5327.0,733.0
San Juan Ñumí,Mujer,3691.0,33.0,6.0,621.0,1255.0
San Juan Ñumí,Hombre,1342.0,26.0,4.0,3630.0,839.0
San Martín Tilcajete,Mujer,6945.0,36.0,5.0,3611.0,1673.0
San Martín Tilcajete,Hombre,3546.0,44.0,5.0,4889.0,1218.0
San Martín Zacatepec,Mujer,898.0,28.0,4.0,2634.0,730.0
San Martín Zacatepec,Hombre,2288.0,38.0,4.0,2577.0,1045.0
San Miguel Coatlán,Mujer,2654.0,27.0,5.0,1669.0,915.0
San Miguel Coatlán,Hombre,833.0,52.0,5.0,5608.0,507.0
San Pablo Macuiltianguis,Mujer,509.0,34.0,5.0,430.0,509.0
San Pablo Macuiltianguis,Hombre,767.0,53.0,6.0,13330.0,616.0
Santa María Alotepec,Mujer,1132.0,30.0,4.0,2541.0,744.0
Santa María Alotepec,Hombre,890.0,39.0,4.0,4195.0,684.0
Santiago Choápam,Mujer,2022.0,29.0,4.0,2057.0,983.0
Santiago Choápam,Hombre,810.0,35.0,4.0,1076.0,664.0
Santiago Yaitepec,Mujer,14085.0,26.0,6.0,904.0,2123.0
Santiago Yaitepec,Hombre,1809.0,40.0,5.0,10569.0,745.0
Soledad Etla,Mujer,2374.0,33.0,5.0,1750.0,883.0
Soledad Etla,Hombre,1783.0,40.0,5.0,4196.0,778.0
Atexcal,Mujer,2398.0,30.0,5.0,1329.0,1214.0
Atexcal,Hombre,1796.0,45.0,5.0,2585.0,1059.0
Cuayuca de Andrade,Mujer,2386.0,38.0,6.0,1939.0,1374.0
Cuayuca de Andrade,Hombre,3010.0,47.0,5.0,3383.0,1592.0
Zacapala,Mujer,2384.0,43.0,5.0,4368.0,1223.0
Zacapala,Hombre,2657.0,50.0,5.0,4439.0,1338.0
Zautla,Mujer,1401.0,34.0,6.0,1221.0,1068.0
Zautla,Hombre,1790.0,38.0,5.0,1943.0,1294.0
Bacanora,Mujer,1501.0,36.0,4.0,4053.0,703.0
Bacanora,Hombre,2269.0,37.0,4.0,5298.0,820.0
Casas,Mujer,1186.0,27.0,4.0,3332.0,650.0
Casas,Hombre,2785.0,38.0,5.0,4282.0,952.0
Palmillas,Mujer,1341.0,15.0,3.0,3366.0,747.0
Palmillas,Hombre,1584.0,38.0,5.0,3288.0,846.0
Ozuluama de Mascareñas,Mujer,1456.0,29.0,4.0,4219.0,1040.0
Ozuluama de Mascareñas,Hombre,5126.0,37.0,4.0,5045.0,1771.0
Tlachichilco,Mujer,1921.0,30.0,5.0,4656.0,1237.0
Tlachichilco,Hombre,1702.0,46.0,5.0,5227.0,1201.0
Santiago Sochiapan,Mujer,552.0,57.0,6.0,5220.0,552.0
Santiago Sochiapan,Hombre,3150.0,45.0,5.0,4967.0,1622.0
Celestún,Mujer,1838.0,20.0,4.0,2359.0,990.0
Celestún,Hombre,3222.0,26.0,3.0,5600.0,1070.0
Samahil,Mujer,1222.0,31.0,5.0,2934.0,479.0
Samahil,Hombre,1353.0,49.0,5.0,6142.0,472.0
Temax,Mujer,967.0,28.0,4.0,1888.0,434.0
Temax,Hombre,1209.0,39.0,5.0,3977.0,483.0
San Dimas,Mujer,736.0,37.0,5.0,3943.0,416.0
San Dimas,Hombre,978.0,43.0,5.0,10137.0,447.0
Ixtepec,Mujer,3993.0,34.0,5.0,1903.0,1910.0
Ixtepec,Hombre,3543.0,47.0,5.0,3214.0,1776.0
Praxedis G. Guerrero,Mujer,1620.0,26.0,3.0,8638.0,879.0
Praxedis G. Guerrero,Hombre,2110.0,34.0,4.0,5990.0,942.0
Tarandacuao,Mujer,1024.0,38.0,5.0,476.0,655.0
Tarandacuao,Hombre,1424.0,44.0,5.0,4105.0,775.0
Jacala de Ledezma,Mujer,2676.0,38.0,5.0,8513.0,1318.0
Jacala de Ledezma,Hombre,2383.0,41.0,4.0,6833.0,1278.0
Tasquillo,Mujer,2184.0,29.0,4.0,2903.0,1020.0
Tasquillo,Hombre,3461.0,38.0,4.0,4752.0,1225.0
Ahualulco de Mercado,Mujer,2764.0,27.0,4.0,1914.0,1622.0
Ahualulco de Mercado,Hombre,1618.0,38.0,5.0,4420.0,1221.0
Charapan,Mujer,2813.0,46.0,5.0,3774.0,1339.0
Charapan,Hombre,3061.0,33.0,4.0,4975.0,1683.0
Magdalena Teitipac,Mujer,10747.0,47.0,5.0,2455.0,1944.0
Magdalena Teitipac,Hombre,1321.0,44.0,5.0,2276.0,718.0
San Francisco Cajonos,Mujer,1400.0,25.0,5.0,563.0,690.0
San Francisco Cajonos,Hombre,1341.0,33.0,4.0,2711.0,671.0
San Mateo Yoloxochitlán,Mujer,1621.0,36.0,5.0,3025.0,709.0
San Mateo Yoloxochitlán,Hombre,1721.0,37.0,4.0,2803.0,750.0
Santa Catarina Lachatao,Mujer,1290.0,35.0,4.0,10433.0,775.0
Santa Catarina Lachatao,Hombre,1038.0,44.0,4.0,8725.0,694.0
Epatlán,Mujer,1555.0,32.0,4.0,2560.0,1041.0
Epatlán,Hombre,1955.0,40.0,5.0,2969.0,1184.0
Huitzilan de Serdán,Mujer,3023.0,29.0,5.0,2322.0,2167.0
Huitzilan de Serdán,Hombre,4711.0,35.0,4.0,2500.0,2668.0
Naupan,Mujer,4526.0,28.0,4.0,1527.0,1468.0
Naupan,Hombre,3025.0,41.0,5.0,3144.0,1202.0
Tianguismanalco,Mujer,4626.0,44.0,5.0,1498.0,1856.0
Tianguismanalco,Hombre,1864.0,47.0,5.0,4889.0,1160.0
Tlapanalá,Mujer,3174.0,35.0,6.0,2484.0,1710.0
Tlapanalá,Hombre,2191.0,43.0,5.0,2989.0,1343.0
Tochimilco,Mujer,4853.0,33.0,5.0,1621.0,1875.0
Tochimilco,Hombre,1992.0,39.0,5.0,3483.0,1255.0
Mier,Mujer,836.0,25.0,4.0,2446.0,542.0
Mier,Hombre,955.0,32.0,4.0,4338.0,585.0
Cazones de Herrera,Mujer,2465.0,35.0,4.0,4278.0,1492.0
Cazones de Herrera,Hombre,2014.0,49.0,5.0,5705.0,1398.0
Trinidad García de la Cadena,Mujer,432.0,32.0,5.0,2575.0,273.0
Trinidad García de la Cadena,Hombre,389.0,44.0,5.0,3358.0,252.0
La Grandeza,Mujer,1278.0,41.0,6.0,3574.0,1027.0
La Grandeza,Hombre,1352.0,56.0,6.0,3467.0,1085.0
Montecristo de Guerrero,Mujer,2591.0,39.0,4.0,1692.0,1453.0
Montecristo de Guerrero,Hombre,18172.0,51.0,6.0,2346.0,3668.0
San Juan Ihualtepec,Mujer,532.0,47.0,6.0,1978.0,347.0
San Juan Ihualtepec,Hombre,763.0,51.0,6.0,4937.0,415.0
Cuichapa,Mujer,2765.0,32.0,4.0,2236.0,1564.0
Cuichapa,Hombre,4252.0,48.0,5.0,4276.0,1775.0
Pajapan,Mujer,4940.0,39.0,5.0,2659.0,2279.0
Pajapan,Hombre,3326.0,46.0,4.0,3285.0,1796.0
Metapa,Mujer,1891.0,32.0,4.0,3830.0,969.0
Metapa,Hombre,1821.0,43.0,4.0,5071.0,922.0
Rosales,Mujer,1970.0,38.0,4.0,4640.0,964.0
Rosales,Hombre,2677.0,43.0,5.0,6506.0,1131.0
Chilcuautla,Mujer,1903.0,36.0,5.0,4158.0,820.0
Chilcuautla,Hombre,1329.0,34.0,4.0,4061.0,714.0
San Ignacio Cerro Gordo,Mujer,2282.0,37.0,5.0,2998.0,1236.0
San Ignacio Cerro Gordo,Hombre,3668.0,46.0,5.0,4896.0,1579.0
Copándaro,Mujer,1431.0,40.0,5.0,5357.0,1008.0
Copándaro,Hombre,1257.0,47.0,6.0,13196.0,962.0
Magdalena Jaltepec,Mujer,688.0,43.0,6.0,1751.0,471.0
Magdalena Jaltepec,Hombre,850.0,36.0,4.0,933.0,502.0
Santiago Niltepec,Mujer,1994.0,30.0,5.0,3540.0,837.0
Santiago Niltepec,Hombre,1825.0,43.0,5.0,4887.0,828.0
Putla Villa de Guerrero,Mujer,2981.0,26.0,5.0,2875.0,1059.0
Putla Villa de Guerrero,Hombre,2654.0,31.0,4.0,4178.0,997.0
La Reforma,Mujer,1755.0,33.0,6.0,1282.0,1080.0
La Reforma,Hombre,1452.0,35.0,5.0,4259.0,931.0
San Juan Juquila Mixes,Mujer,2769.0,31.0,4.0,1391.0,1185.0
San Juan Juquila Mixes,Hombre,1195.0,44.0,4.0,3720.0,835.0
Santa María la Asunción,Mujer,1697.0,40.0,5.0,1845.0,675.0
Santa María la Asunción,Hombre,726.0,42.0,5.0,2047.0,488.0
Huatlatlauca,Mujer,4765.0,34.0,5.0,1847.0,1534.0
Huatlatlauca,Hombre,2171.0,44.0,5.0,3461.0,1140.0
Tepanco de López,Mujer,5398.0,35.0,5.0,3615.0,2136.0
Tepanco de López,Hombre,4702.0,38.0,5.0,2714.0,2251.0
Santo Domingo,Mujer,1082.0,19.0,5.0,1236.0,760.0
Santo Domingo,Hombre,2188.0,43.0,5.0,5044.0,957.0
Cruillas,Mujer,1564.0,34.0,5.0,3156.0,704.0
Cruillas,Hombre,2090.0,38.0,4.0,4248.0,817.0
San Nicolás,Mujer,1134.0,24.0,4.0,1563.0,818.0
San Nicolás,Hombre,1317.0,27.0,3.0,4052.0,854.0
Dzilam González,Mujer,1219.0,25.0,4.0,4270.0,488.0
Dzilam González,Hombre,1958.0,32.0,4.0,4522.0,604.0
Quintana Roo,Mujer,613.0,20.0,5.0,1587.0,308.0
Quintana Roo,Hombre,287.0,28.0,4.0,3898.0,213.0
Sucilá,Mujer,1041.0,33.0,4.0,2598.0,524.0
Sucilá,Hombre,955.0,38.0,5.0,3630.0,506.0
Chínipas,Mujer,1951.0,40.0,5.0,7634.0,1022.0
Chínipas,Hombre,2034.0,46.0,5.0,8791.0,1069.0
Xochiatipan,Mujer,1745.0,31.0,6.0,1736.0,824.0
Xochiatipan,Hombre,1709.0,34.0,5.0,3522.0,862.0
San Juanito de Escobedo,Mujer,2898.0,35.0,5.0,4549.0,1266.0
San Juanito de Escobedo,Hombre,5933.0,32.0,5.0,7161.0,1686.0
San Simón de Guerrero,Mujer,1034.0,35.0,4.0,1290.0,1034.0
San Simón de Guerrero,Hombre,1551.0,34.0,4.0,3117.0,1248.0
San Juan Ozolotepec,Mujer,1556.0,33.0,5.0,2071.0,845.0
San Juan Ozolotepec,Hombre,2718.0,28.0,4.0,3417.0,993.0
San Juan Quiotepec,Mujer,889.0,23.0,4.0,885.0,595.0
San Juan Quiotepec,Hombre,1293.0,34.0,4.0,4322.0,681.0
Villa Díaz Ordaz,Mujer,9987.0,29.0,5.0,1044.0,2205.0
Villa Díaz Ordaz,Hombre,3235.0,31.0,4.0,3607.0,1135.0
Cuyoaco,Mujer,1162.0,53.0,6.0,3398.0,943.0
Cuyoaco,Hombre,1870.0,49.0,5.0,2504.0,1096.0
Chignautla,Mujer,8694.0,41.0,5.0,2489.0,2578.0
Chignautla,Hombre,4813.0,50.0,5.0,4755.0,1802.0
San Sebastián Tlacotepec,Mujer,1087.0,40.0,5.0,2891.0,947.0
San Sebastián Tlacotepec,Hombre,1487.0,56.0,6.0,2804.0,1086.0
Mecatlán,Mujer,3674.0,39.0,5.0,2603.0,1684.0
Mecatlán,Hombre,4266.0,47.0,5.0,5690.0,1733.0
Naranjal,Mujer,4393.0,40.0,4.0,2293.0,2740.0
Naranjal,Hombre,5000.0,45.0,5.0,4274.0,2694.0
Texhuacán,Mujer,1394.0,7.0,7.0,3000.0,1394.0
Texhuacán,Hombre,2090.0,49.0,6.0,1757.0,1581.0
Mayapán,Mujer,1637.0,37.0,5.0,2073.0,560.0
Mayapán,Hombre,1012.0,32.0,5.0,5485.0,462.0
Igualapa,Mujer,1466.0,40.0,5.0,4015.0,852.0
Igualapa,Hombre,825.0,36.0,5.0,6640.0,663.0
Calnali,Mujer,2604.0,36.0,4.0,5335.0,962.0
Calnali,Hombre,2924.0,33.0,4.0,4237.0,1120.0
Asunción Tlacolulita,Mujer,1399.0,17.0,4.0,2699.0,751.0
Asunción Tlacolulita,Hombre,740.0,29.0,4.0,3041.0,551.0
San Andrés Teotilálpam,Mujer,395.0,27.0,3.0,1571.0,395.0
San Andrés Teotilálpam,Hombre,375.0,24.0,2.0,6000.0,375.0
San Juan Coatzóspam,Mujer,742.0,26.0,4.0,4995.0,600.0
San Juan Coatzóspam,Hombre,680.0,49.0,5.0,6460.0,584.0
Amatán,Mujer,1625.0,33.0,5.0,1973.0,996.0
Amatán,Hombre,1324.0,25.0,4.0,1346.0,925.0
Huitiupán,Mujer,3671.0,44.0,5.0,1355.0,1569.0
Huitiupán,Hombre,3146.0,39.0,4.0,2319.0,1586.0
Ocotepec,Mujer,2165.0,35.0,6.0,1551.0,1186.0
Ocotepec,Hombre,1947.0,40.0,5.0,3260.0,1110.0
Riva Palacio,Mujer,1492.0,26.0,4.0,3910.0,669.0
Riva Palacio,Hombre,4363.0,49.0,5.0,9628.0,1171.0
Temósachic,Mujer,539.0,28.0,5.0,2460.0,539.0
Temósachic,Hombre,2107.0,39.0,5.0,6169.0,969.0
Tamazula,Mujer,1409.0,30.0,5.0,3684.0,599.0
Tamazula,Hombre,1068.0,40.0,5.0,4857.0,495.0
Topia,Mujer,1559.0,38.0,5.0,7684.0,711.0
Topia,Hombre,3264.0,38.0,5.0,7040.0,937.0
Tlacoapa,Mujer,1990.0,59.0,7.0,1174.0,1281.0
Tlacoapa,Hombre,1126.0,6.0,1.0,516.0,1126.0
Mineral del Monte,Mujer,1742.0,39.0,4.0,4756.0,895.0
Mineral del Monte,Hombre,3885.0,43.0,5.0,3911.0,1184.0
La Manzanilla de la Paz,Mujer,4459.0,29.0,4.0,2445.0,1863.0
La Manzanilla de la Paz,Hombre,4512.0,36.0,4.0,5740.0,1949.0
Unión de Tula,Mujer,2050.0,27.0,5.0,1762.0,1263.0
Unión de Tula,Hombre,2533.0,41.0,5.0,5011.0,1339.0
Santa Ana Maya,Mujer,2344.0,33.0,5.0,5270.0,1251.0
