Record Type,CDS Code,County,District,School,Entity Type,Low Grade,High Grade,Public Yes/No,Latitude,Longitude
School,38684786205652,San Francisco,San Francisco Unified,Presidio Hill School,Elementary School (Private),K,8,N,37.788675,-122.456047
School,38684786144034,San Francisco,San Francisco Unified,Presidio Knolls School,Kindergartens (Private),K,8,N,37.773697,-122.413682
School,38684786150254,San Francisco,San Francisco Unified,Proof School,K-12 Schools (Private),6,12,N,37.781181,-122.407924
School,38684786140974,San Francisco,San Francisco Unified,Red Bridge,Elementary School (Private),K,3,N,37.761089,-122.388277
School,38684786152532,San Francisco,San Francisco Unified,Rise University Preparatory,High Schools (Private),8,12,N,37.738923,-122.382079
School,38684786939748,San Francisco,San Francisco Unified,Sacred Heart Cathedral Preparatory,High Schools (Private),9,12,N,37.783524,-122.423457
School,38684786981682,San Francisco,San Francisco Unified,Saint Brigid School,Elementary School (Private),K,8,N,37.795337,-122.424826
School,38684786980585,San Francisco,San Francisco Unified,Saint Monica School,Elementary School (Private),K,8,N,37.780236,-122.483524
School,38684786980718,San Francisco,San Francisco Unified,San Francisco Adventist School,Elementary School (Private),K,8,N,37.722215,-122.450839
School,38684786980692,San Francisco,San Francisco Unified,San Francisco Christian School,K-12 Schools (Private),K,12,N,37.710037,-122.447754
School,38684787095755,San Francisco,San Francisco Unified,San Francisco City Academy,K-12 Schools (Private),K,8,N,37.783496,-122.412406
School,38684786915748,San Francisco,San Francisco Unified,San Francisco Day School,Elementary School (Private),K,8,N,37.778011,-122.446060
School,38684786204762,San Francisco,San Francisco Unified,San Francisco Friends School,Elementary School (Private),K,8,N,37.768979,-122.422908
School,38684786160030,San Francisco,San Francisco Unified,San Francisco Girls' School,High Schools (Private),9,12,N,37.781893,-122.467290
School,38684786139463,San Francisco,San Francisco Unified,San Francisco High School of the Arts,K-12 Schools (Private),6,12,N,37.770342,-122.452939
School,38684786158539,San Francisco,San Francisco Unified,San Francisco Islamic School,Elementary School (Private),K,8,N,37.713854,-122.450439
School,38684786146054,San Francisco,San Francisco Unified,San Francisco Pacific Academy,Elementary School (Private),K,8,N,37.775640,-122.494287
School,38684786980726,San Francisco,San Francisco Unified,San Francisco School The,Elementary School (Private),K,8,N,37.732780,-122.411698
School,38684786143952,San Francisco,San Francisco Unified,San Francisco Schoolhouse,Elementary School (Private),K,8,N,37.774870,-122.430191
School,38684786939698,San Francisco,San Francisco Unified,San Francisco University High School,High Schools (Private),9,12,N,37.790956,-122.445353
School,38684786907927,San Francisco,San Francisco Unified,San Francisco Waldorf School,K-12 Schools (Private),K,12,N,37.790920,-122.441910
School,38684786980734,San Francisco,San Francisco Unified,School of the Epiphany,Elementary School (Private),K,8,N,37.716192,-122.434907
School,38684786981658,San Francisco,San Francisco Unified,St. Anne School,Elementary School (Private),K,8,N,37.763304,-122.471509
School,38684786981666,San Francisco,San Francisco Unified,St. Anthony–Immaculate Conception,Elementary School (Private),K,8,N,37.747329,-122.413856
School,38684786981674,San Francisco,San Francisco Unified,St. Brendan Elementary,Elementary School (Private),K,8,N,37.742801,-122.456493
School,38684786981690,San Francisco,San Francisco Unified,St. Cecilia Elementary,Elementary School (Private),K,8,N,37.739403,-122.473942
School,38684786981740,San Francisco,San Francisco Unified,St. Finn Barr Catholic School,Elementary School (Private),K,8,N,37.730349,-122.447365
School,38684786981765,San Francisco,San Francisco Unified,St. Gabriel Elementary School,Elementary School (Private),K,8,N,37.739373,-122.498992
School,38684786939722,San Francisco,San Francisco Unified,St. Ignatius College Preparatory,High Schools (Private),6,12,N,37.748400,-122.495771
School,38684786981773,San Francisco,San Francisco Unified,St. James School,Elementary School (Private),K,8,N,37.751345,-122.423676
School,38684787096191,San Francisco,San Francisco Unified,St. John of San Francisco Orthodox Academy,K-12 Schools (Private),K,12,N,37.780225,-122.485946
School,38684786139893,San Francisco,San Francisco Unified,St. John the Evangelist,Elementary School (Private),K,8,N,37.735227,-122.437712
School,38684786980601,San Francisco,San Francisco Unified,St. Paul's,Elementary School (Private),K,8,N,37.744051,-122.426868
School,38684786980619,San Francisco,San Francisco Unified,St. Peter's School,Elementary School (Private),K,8,N,37.751672,-122.409996
School,38684786980627,San Francisco,San Francisco Unified,St. Philip School,Elementary School (Private),K,8,N,37.751866,-122.436301
School,38684786980643,San Francisco,San Francisco Unified,St. Stephen School,Elementary School (Private),K,8,N,37.730674,-122.475280
School,38684786980650,San Francisco,San Francisco Unified,St. Thomas More,Elementary School (Private),K,8,N,37.712255,-122.473044
School,38684786980668,San Francisco,San Francisco Unified,St. Thomas the Apostle School,Elementary School (Private),K,8,N,37.775097,-122.499773
School,38684786980676,San Francisco,San Francisco Unified,St. Vincent de Paul School,Elementary School (Private),K,8,N,37.796274,-122.437744
School,38684786162598,San Francisco,San Francisco Unified,Stella Maris Academy,Elementary School (Private),K,8,N,37.781127,-122.466728
School,38684786999379,San Francisco,San Francisco Unified,Sterne School,K-12 Schools (Private),4,12,N,37.795892,-122.404864
School,38684786135651,San Francisco,San Francisco Unified,Stratford School,Kindergartens (Private),K,5,N,37.723337,-122.461497
School,38684786159156,San Francisco,San Francisco Unified,Stratford School,Elementary School (Private),K,5,N,37.776134,-122.472818
School,38684786156640,San Francisco,San Francisco Unified,Stratford School San Francisco,Elementary School (Private),6,8,N,37.727161,-122.434847
School,38684786980684,San Francisco,San Francisco Unified,Sts. Peter and Paul Elementary,Elementary School (Private),K,8,N,37.801350,-122.410360
School,38684786905913,San Francisco,San Francisco Unified,Synergy School,Elementary School (Private),K,8,N,37.750938,-122.420143
School,38684786138176,San Francisco,San Francisco Unified,The Bay School of San Francisco,High Schools (Private),9,12,N,37.800780,-122.455646
School,38684786152565,San Francisco,San Francisco Unified,The Brandeis School of San Francisco,Elementary School (Private),K,8,N,37.713285,-122.475599
School,38684786161921,San Francisco,San Francisco Unified,The Compass School from Universal Education,K-12 Schools (Private),K,12,N,37.789971,-122.400884
School,38684786981153,San Francisco,San Francisco Unified,The Discovery Center School,Elementary School (Private),K,12,N,37.723126,-122.438098
School,38684786997829,San Francisco,San Francisco Unified,The Hamlin School,Elementary School (Private),K,8,N,37.794904,-122.432524
School,38684786980833,San Francisco,San Francisco Unified,Town School for Boys,Elementary School (Private),K,8,N,37.791895,-122.440117
School,38684786938930,San Francisco,San Francisco Unified,Urban School of San Francisco,High Schools (Private),9,12,N,37.770967,-122.446249
School,38684786203384,San Francisco,San Francisco Unified,Wen Jian Ying,Elementary School (Private),K,12,N,37.728160,-122.447611
School,38684786980874,San Francisco,San Francisco Unified,West POrtal Lutheran School,Elementary School (Private),K,8,N,37.735255,-122.473426
School,38684787078710,San Francisco,San Francisco Unified,Woodside International School,K-12 Schools (Private),8,12,N,37.763606,-122.475054
School,38684786980890,San Francisco,San Francisco Unified,Zion Lutheran School,Elementary School (Private),K,8,N,37.779241,-122.467633
School,39685696978290,San Joaquin,Lincoln Unified,Presentation Parish School,Elementary School (Private),K,8,N,38.007867,-121.332064
School,39685856163620,San Joaquin,Lodi Unified,AAEAAE & A,K-12 Schools (Private),1,12,N,38.034979,-121.242673
School,39685856163075,San Joaquin,Lodi Unified,Harp Learning Academy,K-12 Schools (Private),K,12,N,38.133174,-121.259290
School,39685856162119,San Joaquin,Lodi Unified,Inherit Grace,High Schools (Private),K,12,N,38.031013,-121.260267
School,39685857098858,San Joaquin,Lodi Unified,Jim Elliot Christian High School,High Schools (Private),9,12,N,38.124673,-121.308333
School,39685856138242,San Joaquin,Lodi Unified,Liberty Christian Academy of Lodi inc.,Elementary School (Private),K,8,N,38.106853,-121.279446
School,39685857084809,San Joaquin,Lodi Unified,Life Training Academy,K-12 Schools (Private),K,12,N,38.071311,-121.294930
School,39685856939847,San Joaquin,Lodi Unified,Lodi Academy,High Schools (Private),9,12,N,38.117971,-121.262731
School,39685856137467,San Joaquin,Lodi Unified,Lodi Christian School,Elementary School (Private),K,8,N,38.125091,-121.307962
School,39685856978282,San Joaquin,Lodi Unified,Lodi Seventh-day Adventist Elementary,Elementary School (Private),K,8,N,38.117146,-121.263710
School,39685856163489,San Joaquin,Lodi Unified,Olive Branch Academy,K-12 Schools (Private),1,12,N,38.128457,-121.231806
School,39685856154561,San Joaquin,Lodi Unified,Point Quest Education Central Valley,K-12 Schools (Private),K,12,N,38.094416,-121.180510
School,39685856978308,San Joaquin,Lodi Unified,St. Anne Elementary,Elementary School (Private),K,8,N,38.131514,-121.275917
School,39685856978365,San Joaquin,Lodi Unified,St. Peter Evangelical Lutheran,Elementary School (Private),K,8,N,38.134085,-121.305359
School,39685857060478,San Joaquin,Lodi Unified,Stockton Baptist School,K-12 Schools (Private),K,12,N,38.014976,-121.257318
School,39685856978225,San Joaquin,Lodi Unified,Stockton Christian Academy,K-12 Schools (Private),K,12,N,38.031097,-121.295084
School,39685856205736,San Joaquin,Lodi Unified,Vineyard Christian Middle School,Elementary School (Private),6,8,N,38.130261,-121.302424
School,39685936137293,San Joaquin,Manteca Unified,Cornerstone Christian Kindergarten,Kindergartens (Private),K,K,N,37.797935,-121.166992
School,39685936163877,San Joaquin,Manteca Unified,Future Pioneers,K-12 Schools (Private),K,12,N,37.788561,-121.240258
School,39685936978316,San Joaquin,Manteca Unified,St. Anthony of Padua,Elementary School (Private),K,8,N,37.801867,-121.210499
School,39686506939869,San Joaquin,Ripon Unified,Ripon Christian,K-12 Schools (Private),K,12,N,37.745207,-121.132540
School,39686507090236,San Joaquin,Ripon Unified,Sierra View Christian,K-12 Schools (Private),K,12,N,37.736325,-121.140498
School,39686766978332,San Joaquin,Stockton Unified,All Saints Academy of Stockton,Elementary School (Private),K,8,N,37.931977,-121.287484
School,39686766980908,San Joaquin,Stockton Unified,Cathedral of the Annunciation School,Elementary School (Private),K,8,N,37.962893,-121.299649
School,39686766133797,San Joaquin,Stockton Unified,First Baptist Christian Schools,Elementary School (Private),K,8,N,37.981068,-121.300893
School,39686766939920,San Joaquin,Stockton Unified,Saint Mary's High School,High Schools (Private),9,12,N,38.003765,-121.306377
School,39686766164594,San Joaquin,Stockton Unified,Sierra School of San Joaquin,K-12 Schools (Private),K,12,N,37.981061,-121.261675
School,39686766978357,San Joaquin,Stockton Unified,St. Luke School,Elementary School (Private),K,8,N,37.985111,-121.297750
School,39686767097686,San Joaquin,Stockton Unified,Stockton Accelerated Institute of Learning,K-12 Schools (Private),K,12,N,37.965669,-121.296714
School,39686760119388,San Joaquin,Stockton Unified,Stockton Educational Center,High Schools (Private),K,12,N,38.146457,-121.371651
School,39754996200026,San Joaquin,Tracy Joint Unified,Bella Vista Christian Academy,Elementary School (Private),K,8,N,37.747523,-121.440711
School,39754996978324,San Joaquin,Tracy Joint Unified,St. Bernard's Catholic Elementary,Elementary School (Private),K,8,N,37.743649,-121.428718
School,39754996978399,San Joaquin,Tracy Joint Unified,Tracy Seventh-day Adventist Christian,Elementary School (Private),K,8,N,37.751550,-121.427078
School,39754997094634,San Joaquin,Tracy Joint Unified,West Valley Christian Academy,Elementary School (Private),K,8,N,37.737959,-121.449255
School,40687007040066,San Luis Obispo,Atascadero Unified,Children's House Montessori,Elementary School (Private),K,6,N,35.500608,-120.694248
School,40687006999411,San Luis Obispo,Atascadero Unified,North County Christian,K-12 Schools (Private),K,8,N,35.488470,-120.668550
School,40687596978423,San Luis Obispo,Lucia Mar Unified,Coastal Christian School,K-12 Schools (Private),K,12,N,35.137764,-120.605338
School,40687596153233,San Luis Obispo,Lucia Mar Unified,Dandy Lion Montessori School,Elementary School (Private),K,K,N,35.113680,-120.618646
School,40687597077746,San Luis Obispo,Lucia Mar Unified,Highland Preparatory School,K-12 Schools (Private),1,12,N,34.947055,-120.416790
School,40687596978456,San Luis Obispo,Lucia Mar Unified,St. Patrick Parochial Elementary,Elementary School (Private),K,8,N,35.124195,-120.591120
School,40687596161814,San Luis Obispo,Lucia Mar Unified,THRIVE805,Elementary School (Private),K,6,N,35.108348,-120.590660
School,40687596978480,San Luis Obispo,Lucia Mar Unified,Valley View Junior Academy,K-12 Schools (Private),K,10,N,35.123831,-120.584317
School,40754576930671,San Luis Obispo,Paso Robles Joint Unified,ACTS Advanced Christian Training Schools,K-12 Schools (Private),K,12,N,35.629677,-120.699359
School,40754577096993,San Luis Obispo,Paso Robles Joint Unified,Calvary Christian,K-12 Schools (Private),1,12,N,35.605916,-120.645089
School,40754576978464,San Luis Obispo,Paso Robles Joint Unified,Saint Rose Catholic School,Elementary School (Private),K,8,N,35.626053,-120.673749
School,40754576978472,San Luis Obispo,Paso Robles Joint Unified,Trinity Lutheran School,Elementary School (Private),K,8,N,35.624188,-120.667577
School,40688096144190,San Luis Obispo,San Luis Coastal Unified,Central Coast Waldorf,Elementary School (Private),K,8,N,35.310150,-120.835160
School,40688096153639,San Luis Obispo,San Luis Coastal Unified,Lindamood-Bell Academy,K-12 Schools (Private),K,12,N,35.275760,-120.669977
