school_name,school_type,position_title,budget_sub_category,total_staff_quantity,total_cost
Shepherd ES,Elementary School,Teacher - 1st Grade,General Education,2,189252
Shepherd ES,Elementary School,Teacher - 2nd Grade,General Education,2,189252
Shepherd ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Shepherd ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Shepherd ES,Elementary School,Teacher - 5th Grade,General Education,2,189252
Shepherd ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,2,189252
Shepherd ES,Elementary School,Librarian,Related Arts,1,94626
Shepherd ES,Elementary School,Teacher - Art,Related Arts,1,94626
Shepherd ES,Elementary School,Teacher - Music,Related Arts,1,94626
Shepherd ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Shepherd ES,Elementary School,Teacher - World Language,Related Arts,2,189252
Shepherd ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Shepherd ES,Elementary School,Guidance Counselor,Socio-Emotional Support,1,94626
Shepherd ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Shepherd ES,Elementary School,Social Worker,Socio-Emotional Support,0.5,47313
Shepherd ES,Elementary School,Coordinator - Intl Baccalaureate,Schoolwide Instructional Support,1,90918
Shepherd ES,Elementary School,Business Manager,Administrative,0.5,31376
Shepherd ES,Elementary School,Administrative Aide,Administrative,1,46722
Shepherd ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Shepherd ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
Shepherd ES,Elementary School,Custodian (RW-3),Custodial Staff,2,71430
Shepherd ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,32100
Shepherd ES,Elementary School,Admin Premium,Non-Personnel,─,5000
Shepherd ES,Elementary School,Custodial Overtime,Non-Personnel,─,10000
Shepherd ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,21763.98
Shepherd ES,Elementary School,Educational Supplies,Non-Personnel,─,10000
Shepherd ES,Elementary School,Office Supplies,Non-Personnel,─,10000
Shepherd ES,Elementary School,Ed Tech and System Support (Including Software),Non-Personnel,─,4000
Shepherd ES,Elementary School,Custodial Supplies,Non-Personnel,─,15000
Shepherd ES,Elementary School,Food and Provisions (Including Catering),Non-Personnel,─,1275
Shepherd ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,10900
Shepherd ES,Elementary School,Professional Development,Non-Personnel,─,4000
Simon ES,Elementary School,Principal,School Leadership,1,147768
Simon ES,Elementary School,Dean of Students,School Leadership,1,89373
Simon ES,Elementary School,Teacher - Pre-School,Early Childhood,1,94626
Simon ES,Elementary School,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,1,94626
Simon ES,Elementary School,Teacher - Pre-K,Early Childhood,1,94626
Simon ES,Elementary School,Aide - Early Childhood,Early Childhood,5,153405
Simon ES,Elementary School,Teacher - Kindergarten,General Education,2,189252
Simon ES,Elementary School,Teacher - 1st Grade,General Education,2,189252
Simon ES,Elementary School,Teacher - 2nd Grade,General Education,2,189252
Simon ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Simon ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Simon ES,Elementary School,Teacher - 5th Grade,General Education,2,189252
Simon ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,2.5,236565
Simon ES,Elementary School,Coordinator - Special Education,Special Education,1,90918
Simon ES,Elementary School,Librarian,Related Arts,1,94626
Simon ES,Elementary School,Teacher - Art,Related Arts,0.5,47313
Simon ES,Elementary School,Teacher - Music,Related Arts,1,94626
Simon ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Simon ES,Elementary School,Teacher - World Language,Related Arts,0.5,47313
Simon ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,0.5,47313
Simon ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Simon ES,Elementary School,Social Worker,Socio-Emotional Support,0.5,47313
Simon ES,Elementary School,Intervention Coach,Socio-Emotional Support,1,94626
Simon ES,Elementary School,Technology Instructional Coach,Schoolwide Instructional Support,0.5,47313
Simon ES,Elementary School,Business Manager,Administrative,1,62752
Simon ES,Elementary School,Administrative Aide,Administrative,1,46722
Simon ES,Elementary School,Coordinator - Computer Lab/Technology,Schoolwide Instructional Support,1,43567
Simon ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Simon ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
Simon ES,Elementary School,Custodian (RW-3),Custodial Staff,1,35715
Simon ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,31000
Simon ES,Elementary School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Simon ES,Elementary School,Admin Premium,Non-Personnel,─,5000
Simon ES,Elementary School,Custodial Overtime,Non-Personnel,─,5000
Simon ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,8516.34
Simon ES,Elementary School,Educational Supplies,Non-Personnel,─,45927
Simon ES,Elementary School,Office Supplies,Non-Personnel,─,1500
Simon ES,Elementary School,Custodial Supplies,Non-Personnel,─,6000
Simon ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,6482
Simon ES,Elementary School,Professional Development,Non-Personnel,─,7400
Simon ES,Elementary School,Local Travel (Including Field Trips),Non-Personnel,─,15000
Simon ES,Elementary School,Contractual Services,Non-Personnel,─,100000
Simon ES,Elementary School,Stipends,Non-Personnel,─,2132
Smothers ES,Elementary School,Principal,School Leadership,1,147768
Smothers ES,Elementary School,Dean of Students,School Leadership,1,89373
Smothers ES,Elementary School,Teacher - Pre-School,Early Childhood,2,189252
Smothers ES,Elementary School,Teacher - Pre-K,Early Childhood,2,189252
Smothers ES,Elementary School,Aide - Early Childhood,Early Childhood,6,184086
Smothers ES,Elementary School,Teacher - Kindergarten,General Education,2,189252
Smothers ES,Elementary School,Teacher - 1st Grade,General Education,2,189252
Smothers ES,Elementary School,Teacher - 2nd Grade,General Education,2,189252
Smothers ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Smothers ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Smothers ES,Elementary School,Teacher - 5th Grade,General Education,1,94626
Smothers ES,Elementary School,Teacher - Early Learning Support Program,Special Education,2,189252
Smothers ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,2,189252
Smothers ES,Elementary School,Librarian,Related Arts,1,94626
Smothers ES,Elementary School,Teacher - Art,Related Arts,1,94626
Smothers ES,Elementary School,Teacher - Music,Related Arts,1,94626
Smothers ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Smothers ES,Elementary School,Aide - General Education,Classroom Aides,1,36042
Smothers ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Smothers ES,Elementary School,Psychologist,Socio-Emotional Support,1,94626
Smothers ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Smothers ES,Elementary School,Specialist - Reading,Schoolwide Instructional Support,1,94626
Smothers ES,Elementary School,Behavior Technician,Socio-Emotional Support,1,39009
Smothers ES,Elementary School,Business Manager,Administrative,1,62752
Smothers ES,Elementary School,Administrative Aide,Administrative,1,46722
Smothers ES,Elementary School,Coordinator - Computer Lab/Technology,Schoolwide Instructional Support,1,43567
Smothers ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Smothers ES,Elementary School,Custodian (RW-5),Custodial Staff,2,89752
Smothers ES,Elementary School,Afterschool,Non-Personnel,─,50535.465
Smothers ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,30400
Smothers ES,Elementary School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Smothers ES,Elementary School,Admin Premium,Non-Personnel,─,5000
Smothers ES,Elementary School,Custodial Overtime,Non-Personnel,─,10000
Smothers ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,13247.64
Smothers ES,Elementary School,Out of City Travel,Non-Personnel,─,5000
Smothers ES,Elementary School,Educational Supplies,Non-Personnel,─,18114
Smothers ES,Elementary School,Health Services,Non-Personnel,─,500
Smothers ES,Elementary School,Custodial Supplies,Non-Personnel,─,20000
Smothers ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,64700
Smothers ES,Elementary School,Professional Development,Non-Personnel,─,25000
Smothers ES,Elementary School,Contractual Services,Non-Personnel,─,30000
Sousa MS,Middle School,Principal,School Leadership,1,147768
Sousa MS,Middle School,Assistant Principal - Intervention (API),School Leadership,1,118667
Sousa MS,Middle School,Assistant Principal,School Leadership,1,118667
Sousa MS,Middle School,Teacher - Schoolwide Enrichment Model (SEM),General Education,1,94626
Sousa MS,Middle School,Teacher - Computer,General Education,1,94626
Sousa MS,Middle School,Teacher - English,General Education,2,189252
Sousa MS,Middle School,Teacher - Math,General Education,2,189252
Sousa MS,Middle School,Teacher - Science (General),General Education,2,189252
Sousa MS,Middle School,Teacher - Social Studies,General Education,2,189252
Sousa MS,Middle School,Teacher - 6th Grade,General Education,4,378504
Sousa MS,Middle School,Teacher - Specific Learning Support Program,Special Education,2,189252
Sousa MS,Middle School,Teacher - Inclusion/Resource Services,Special Education,3,283878
Sousa MS,Middle School,Aide - Specific Learning Support Program,Special Education,2,61362
Sousa MS,Middle School,Librarian,Related Arts,0.5,47313
Sousa MS,Middle School,Teacher - Art,Related Arts,1,94626
Sousa MS,Middle School,Teacher - Music,Related Arts,1,94626
Sousa MS,Middle School,Teacher - Health/Physical Education,Related Arts,1,94626
Sousa MS,Middle School,Teacher - World Language,Related Arts,1,94626
Sousa MS,Middle School,Teacher - Performing Arts/Drama,Related Arts,1,94626
Sousa MS,Middle School,Instructional Coach,Schoolwide Instructional Support,1,94626
Sousa MS,Middle School,Guidance Counselor,Socio-Emotional Support,1,94626
Sousa MS,Middle School,Psychologist,Socio-Emotional Support,1,94626
Sousa MS,Middle School,Social Worker,Socio-Emotional Support,1.5,141939
Sousa MS,Middle School,Behavior Technician,Socio-Emotional Support,3,117027
Sousa MS,Middle School,Registrar,Administrative,1,39448
Sousa MS,Middle School,Business Manager,Administrative,0.5,31376
Sousa MS,Middle School,Custodial Foreman,Custodial Staff,1,57444
Sousa MS,Middle School,Custodian (RW-5),Custodial Staff,1,44876
Sousa MS,Middle School,Custodian (RW-3),Custodial Staff,1,35715
Sousa MS,Middle School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,28600
Sousa MS,Middle School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Sousa MS,Middle School,Admin Premium,Non-Personnel,─,12000
Sousa MS,Middle School,Custodial Overtime,Non-Personnel,─,4547
Sousa MS,Middle School,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
Sousa MS,Middle School,Educational Supplies,Non-Personnel,─,4000
Sousa MS,Middle School,Office Supplies,Non-Personnel,─,4000
Sousa MS,Middle School,Custodial Supplies,Non-Personnel,─,10000
Sousa MS,Middle School,Contractual Services,Non-Personnel,─,129
Sousa MS,Middle School,Middle Grades Exposures & Excursions,Non-Personnel,─,28000
Stanton ES,Elementary School,Principal,School Leadership,1,147768
Stanton ES,Elementary School,Dean of Students,School Leadership,1,89373
Stanton ES,Elementary School,Assistant Principal,School Leadership,2,237334
Stanton ES,Elementary School,Teacher - Pre-School,Early Childhood,2,189252
Stanton ES,Elementary School,Teacher - Pre-K,Early Childhood,3,283878
Stanton ES,Elementary School,Aide - Early Childhood,Early Childhood,5,153405
Stanton ES,Elementary School,Teacher - Kindergarten,General Education,4,378504
Stanton ES,Elementary School,Teacher - 1st Grade,General Education,4,378504
Stanton ES,Elementary School,Teacher - 2nd Grade,General Education,4,378504
Stanton ES,Elementary School,Teacher - 3rd Grade,General Education,4,378504
Stanton ES,Elementary School,Teacher - 4th Grade,General Education,4,378504
Stanton ES,Elementary School,Teacher - 5th Grade,General Education,4,378504
Stanton ES,Elementary School,Teacher - Teacher Leader Innovation,General Education,1,94626
Stanton ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,6,567756
Stanton ES,Elementary School,Coordinator - Special Education,Special Education,1,90918
Stanton ES,Elementary School,Teacher - Art,Related Arts,1,94626
Stanton ES,Elementary School,Teacher - Music,Related Arts,1,94626
Stanton ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Stanton ES,Elementary School,Teacher - World Language,Related Arts,1,94626
