Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2016-17 
CALPADS Fall 1 
Certification Status"
2016-2017,56,73940,1,Ventura,Moorpark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,0.667,2,0.667,3,2,0.667,2,0.667,Y
2016-2017,56,73940,121426,Ventura,Moorpark Unified,IvyTech Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,1202,Directly funded,Y,7,12,83,12,0.145,12,0.145,57,6,0.105,6,0.105,Y
2016-2017,56,73940,5630215,Ventura,Moorpark Unified,Community High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,48,20,0.417,24,0.5,40,18,0.45,22,0.55,Y
2016-2017,56,73940,5630371,Ventura,Moorpark Unified,The High School at Moorpark College,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,11,12,80,6,7.50E-02,8,0.1,77,6,7.79E-02,7,9.09E-02,Y
2016-2017,56,73940,5633250,Ventura,Moorpark Unified,Moorpark High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1941,411,0.212,508,0.262,1879,390,0.208,485,0.258,Y
2016-2017,56,73940,6055131,Ventura,Moorpark Unified,Flory Academy of Sciences and Technology,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,462,189,0.409,233,0.504,462,189,0.409,233,0.504,Y
2016-2017,56,73940,6055149,Ventura,Moorpark Unified,Peach Hill Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,499,143,0.287,168,0.337,485,137,0.282,161,0.332,Y
2016-2017,56,73940,6102230,Ventura,Moorpark Unified,Chaparral Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,602,189,0.314,243,0.404,602,189,0.314,243,0.404,Y
2016-2017,56,73940,6106439,Ventura,Moorpark Unified,Campus Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,683,259,0.379,300,0.439,673,257,0.382,298,0.443,Y
2016-2017,56,73940,6106447,Ventura,Moorpark Unified,Mountain Meadows Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,461,112,0.243,152,0.33,455,110,0.242,149,0.327,Y
2016-2017,56,73940,6109847,Ventura,Moorpark Unified,Arroyo West Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,467,160,0.343,197,0.422,456,157,0.344,193,0.423,Y
2016-2017,56,73940,6112189,Ventura,Moorpark Unified,Mesa Verde Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,683,148,0.217,180,0.264,683,148,0.217,180,0.264,Y
2016-2017,56,73940,6115430,Ventura,Moorpark Unified,Walnut Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,460,159,0.346,190,0.413,445,154,0.346,185,0.416,Y
2016-2017,56,76828,0,Ventura,Santa Paula Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,1,0,0,0,0,1,0,0,0,0,Y
2016-2017,56,76828,1,Ventura,Santa Paula Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0.5,2,1,2,1,0.5,2,1,Y
2016-2017,56,76828,5635776,Ventura,Santa Paula Unified,Santa Paula High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1534,888,0.579,1144,0.746,1484,859,0.579,1109,0.747,Y
2016-2017,56,76828,5636170,Ventura,Santa Paula Unified,Renaissance High,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,118,84,0.712,101,0.856,103,74,0.718,89,0.864,Y
2016-2017,56,76828,6055545,Ventura,Santa Paula Unified,Barbara Webster Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,391,300,0.767,353,0.903,380,292,0.768,344,0.905,Y
2016-2017,56,76828,6055552,Ventura,Santa Paula Unified,Blanchard Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,413,291,0.705,348,0.843,397,279,0.703,335,0.844,Y
2016-2017,56,76828,6055578,Ventura,Santa Paula Unified,Glen City Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,595,428,0.719,523,0.879,586,423,0.722,515,0.879,Y
2016-2017,56,76828,6055586,Ventura,Santa Paula Unified,Grace S. Thille Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,414,304,0.734,372,0.899,414,304,0.734,372,0.899,Y
2016-2017,56,76828,6055594,Ventura,Santa Paula Unified,Isbell Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,1259,839,0.666,1064,0.845,1259,839,0.666,1064,0.845,Y
2016-2017,56,76828,6055602,Ventura,Santa Paula Unified,McKevett Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,373,252,0.676,306,0.82,373,252,0.676,306,0.82,Y
2016-2017,56,76828,6055610,Ventura,Santa Paula Unified,Thelma B. Bedell Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,354,210,0.593,278,0.785,348,206,0.592,273,0.784,Y
2016-2017,57,10579,113787,Yolo,Yolo County Office of Education,Cesar Chavez Community School,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,87,56,0.644,61,0.701,82,52,0.634,57,0.695,Y
2016-2017,57,10579,132464,Yolo,Yolo County Office of Education,Empowering Possibilities International Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,1746,Directly funded,Y,K,8,319,169,0.53,223,0.699,313,165,0.527,218,0.696,Y
2016-2017,57,10579,5730106,Yolo,Yolo County Office of Education,Dan Jacobs,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,38,38,1,38,1,37,37,1,37,1,Y
2016-2017,57,10579,6077275,Yolo,Yolo County Office of Education,Yolo County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,128,23,0.18,36,0.281,94,21,0.223,31,0.33,Y
2016-2017,57,72678,1,Yolo,Davis Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,2,0.25,2,0.25,7,2,0.286,2,0.286,Y
2016-2017,57,72678,106674,Yolo,Davis Joint Unified,Frances Ellen Watkins Harper Junior High,Unified School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,9,636,164,0.258,181,0.285,636,164,0.258,181,0.285,Y
2016-2017,57,72678,111401,Yolo,Davis Joint Unified,Fred T. Korematsu Elementary School at Mace Ranch,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,486,78,0.16,91,0.187,472,76,0.161,89,0.189,Y
2016-2017,57,72678,119578,Yolo,Davis Joint Unified,Da Vinci Charter Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,1079,Locally funded,N,7,12,595,59,9.92E-02,67,0.113,586,58,9.90E-02,66,0.113,Y
2016-2017,57,72678,5730098,Yolo,Davis Joint Unified,Davis School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,123,18,0.146,18,0.146,116,17,0.147,17,0.147,Y
2016-2017,57,72678,5732201,Yolo,Davis Joint Unified,Davis Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,10,12,1705,240,0.141,286,0.168,1665,230,0.138,276,0.166,Y
2016-2017,57,72678,5732219,Yolo,Davis Joint Unified,King (Martin Luther) High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,53,32,0.604,36,0.679,40,23,0.575,25,0.625,Y
2016-2017,57,72678,6056246,Yolo,Davis Joint Unified,Birch Lane Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,609,122,0.2,139,0.228,608,122,0.201,139,0.229,Y
2016-2017,57,72678,6056253,Yolo,Davis Joint Unified,Fairfield Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,3,45,2,4.44E-02,2,4.44E-02,45,2,4.44E-02,2,4.44E-02,Y
2016-2017,57,72678,6056261,Yolo,Davis Joint Unified,North Davis Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,548,104,0.19,124,0.226,543,104,0.192,124,0.228,Y
2016-2017,57,72678,6056279,Yolo,Davis Joint Unified,Pioneer Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,522,73,0.14,83,0.159,522,73,0.14,83,0.159,Y
2016-2017,57,72678,6056295,Yolo,Davis Joint Unified,Cesar Chavez Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,628,57,9.08E-02,63,0.1,628,57,9.08E-02,63,0.1,Y
2016-2017,57,72678,6056303,Yolo,Davis Joint Unified,Robert E. Willett Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,527,67,0.127,76,0.144,527,67,0.127,76,0.144,Y
2016-2017,57,72678,6060396,Yolo,Davis Joint Unified,Oliver Wendell Holmes Junior High,Unified School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,9,744,114,0.153,133,0.179,744,114,0.153,133,0.179,Y
2016-2017,57,72678,6066245,Yolo,Davis Joint Unified,Ralph Waldo Emerson Junior High,Unified School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,9,462,73,0.158,84,0.182,462,73,0.158,84,0.182,Y
2016-2017,57,72678,6110894,Yolo,Davis Joint Unified,Patwin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,419,93,0.222,106,0.253,407,91,0.224,104,0.256,Y
2016-2017,57,72678,6118905,Yolo,Davis Joint Unified,Marguerite Montgomery Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,472,242,0.513,263,0.557,464,239,0.515,260,0.56,Y
2016-2017,57,72686,129726,Yolo,Esparto Unified,Esparto Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,241,143,0.593,172,0.714,241,143,0.593,172,0.714,Y
2016-2017,57,72686,5730056,Yolo,Esparto Unified,Madison Community High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,14,10,0.714,10,0.714,13,9,0.692,9,0.692,Y
2016-2017,57,72686,5732904,Yolo,Esparto Unified,Esparto High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,296,148,0.5,185,0.625,285,142,0.498,177,0.621,Y
2016-2017,57,72686,6056311,Yolo,Esparto Unified,Esparto Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,416,294,0.707,343,0.825,404,286,0.708,333,0.824,Y
2016-2017,57,72694,1,Yolo,Washington Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,4,0.2,4,0.2,13,2,0.154,2,0.154,Y
2016-2017,57,72694,114710,Yolo,Washington Unified,Stonegate Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,870,315,0.362,358,0.411,858,312,0.364,355,0.414,Y
2016-2017,57,72694,115329,Yolo,Washington Unified,West Sacramento Early College Prep Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,907,Locally funded,N,6,12,34,6,0.176,6,0.176,34,6,0.176,6,0.176,Y
2016-2017,57,72694,116996,Yolo,Washington Unified,Riverbank Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,855,677,0.792,730,0.854,855,677,0.792,730,0.854,Y
2016-2017,57,72694,120220,Yolo,Washington Unified,Evergreen Elementary,Unified School District,Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,1,6,7,5,0.714,5,0.714,7,5,0.714,5,0.714,Y
2016-2017,57,72694,120238,Yolo,Washington Unified,Evergreen Middle,Unified School District,Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,7,9,14,12,0.857,13,0.929,14,12,0.857,13,0.929,Y
2016-2017,57,72694,124875,Yolo,Washington Unified,Sacramento Valley Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1338,Directly funded,Y,K,8,196,23,0.117,23,0.117,191,23,0.12,23,0.12,Y
2016-2017,57,72694,131706,Yolo,Washington Unified,River Charter Schools Lighthouse Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1659,Directly funded,Y,K,8,154,36,0.234,51,0.331,134,32,0.239,47,0.351,Y
2016-2017,57,72694,5730080,Yolo,Washington Unified,West Sacramento School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,2,2,1,2,1,2,2,1,2,1,Y
2016-2017,57,72694,5735154,Yolo,Washington Unified,River City High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2066,1174,0.568,1315,0.636,2009,1137,0.566,1278,0.636,Y
2016-2017,57,72694,5739552,Yolo,Washington Unified,Yolo High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,128,93,0.727,100,0.781,121,88,0.727,95,0.785,Y
2016-2017,57,72694,6056352,Yolo,Washington Unified,Elkhorn Village Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,661,575,0.87,608,0.92,661,575,0.87,608,0.92,Y
2016-2017,57,72694,6056394,Yolo,Washington Unified,Westfield Village Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,425,375,0.882,396,0.932,412,368,0.893,386,0.937,Y
2016-2017,57,72694,6056402,Yolo,Washington Unified,Westmore Oaks Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,774,580,0.749,634,0.819,774,580,0.749,634,0.819,Y
2016-2017,57,72694,6115463,Yolo,Washington Unified,Southport Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,813,382,0.47,451,0.555,797,377,0.473,446,0.56,Y
2016-2017,57,72694,6120745,Yolo,Washington Unified,Bridgeway Island Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,1064,310,0.291,387,0.364,1064,310,0.291,387,0.364,Y
2016-2017,57,72702,0,Yolo,Winters Joint Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,12,18,6,0.333,8,0.444,15,5,0.333,7,0.467,Y
2016-2017,57,72702,5730049,Yolo,Winters Joint Unified,Wolfskill High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,38,25,0.658,28,0.737,29,18,0.621,20,0.69,Y
2016-2017,57,72702,5738505,Yolo,Winters Joint Unified,Winters High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,442,211,0.477,259,0.586,431,206,0.478,253,0.587,Y
2016-2017,57,72702,6056410,Yolo,Winters Joint Unified,Winters Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,686,380,0.554,467,0.681,674,373,0.553,460,0.682,Y
2016-2017,57,72702,6095368,Yolo,Winters Joint Unified,Winters Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,371,197,0.531,252,0.679,371,197,0.531,252,0.679,Y
2016-2017,57,72710,0,Yolo,Woodland Joint Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,28,10,0.357,10,0.357,28,10,0.357,10,0.357,Y
2016-2017,57,72710,1,Yolo,Woodland Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,3,0.176,3,0.176,15,2,0.133,2,0.133,Y
2016-2017,57,72710,101162,Yolo,Woodland Joint Unified,Pioneer High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1574,711,0.452,855,0.543,1537,694,0.452,836,0.544,Y
2016-2017,57,72710,121749,Yolo,Woodland Joint Unified,Science & Technology Academy at Knights Landing,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1201,Locally funded,N,K,6,276,106,0.384,132,0.478,264,103,0.39,129,0.489,Y
2016-2017,57,72710,5738802,Yolo,Woodland Joint Unified,Woodland Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1296,641,0.495,766,0.591,1261,628,0.498,748,0.593,Y
2016-2017,57,72710,5738810,Yolo,Woodland Joint Unified,Cache Creek High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,134,99,0.739,104,0.776,114,88,0.772,93,0.816,Y
2016-2017,57,72710,6056444,Yolo,Woodland Joint Unified,Beamer Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,545,306,0.561,387,0.71,545,306,0.561,387,0.71,Y
2016-2017,57,72710,6056469,Yolo,Woodland Joint Unified,Dingle Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,343,254,0.741,292,0.851,323,247,0.765,281,0.87,Y
2016-2017,57,72710,6056477,Yolo,Woodland Joint Unified,Freeman Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,475,348,0.733,410,0.863,475,348,0.733,410,0.863,Y
2016-2017,57,72710,6056485,Yolo,Woodland Joint Unified,Gibson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,588,327,0.556,366,0.622,574,321,0.559,360,0.627,Y
2016-2017,57,72710,6056519,Yolo,Woodland Joint Unified,Lee Middle,Unified School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,644,378,0.587,438,0.68,644,378,0.587,438,0.68,Y
2016-2017,57,72710,6056527,Yolo,Woodland Joint Unified,Plainfield Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,359,121,0.337,142,0.396,359,121,0.337,142,0.396,Y
2016-2017,57,72710,6066252,Yolo,Woodland Joint Unified,Rhoda Maxwell Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,492,312,0.634,363,0.738,475,302,0.636,353,0.743,Y
2016-2017,57,72710,6066260,Yolo,Woodland Joint Unified,T. L. Whitehead Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,446,327,0.733,373,0.836,438,323,0.737,369,0.842,Y
2016-2017,57,72710,6071278,Yolo,Woodland Joint Unified,Douglass Middle,Unified School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,816,442,0.542,512,0.627,816,442,0.542,512,0.627,Y
2016-2017,57,72710,6096671,Yolo,Woodland Joint Unified,Zamora Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,496,182,0.367,212,0.427,495,181,0.366,211,0.426,Y
2016-2017,57,72710,6107163,Yolo,Woodland Joint Unified,Woodland Prairie Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,728,557,0.765,622,0.854,710,548,0.772,613,0.863,Y
2016-2017,57,72710,6116479,Yolo,Woodland Joint Unified,Woodland Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2,No ,N/A,N/A,N,K,6,3,2,0.667,2,0.667,3,2,0.667,2,0.667,Y
2016-2017,57,72710,6116677,Yolo,Woodland Joint Unified,Ramon S. Tafoya Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,823,414,0.503,517,0.628,822,414,0.504,517,0.629,Y
2016-2017,58,10587,113274,Yuba,Yuba County Office of Education,Thomas E. Mathews Community,County Office of Education (COE),County Community,County Community School,CEP,No ,N/A,N/A,N,7,12,19,19,1,19,1,17,17,1,17,1,Y
2016-2017,58,10587,117242,Yuba,Yuba County Office of Education,Yuba Environmental Science Charter Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,990,Directly funded,Y,K,8,94,56,0.596,65,0.691,92,54,0.587,63,0.685,Y
2016-2017,58,10587,5830047,Yuba,Yuba County Office of Education,Harry P B Carden,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,K,12,41,41,1,41,1,41,41,1,41,1,Y
2016-2017,58,10587,5830112,Yuba,Yuba County Office of Education,Yuba County Career Preparatory Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,CEP,Yes,92,Locally funded,N,K,12,273,221,0.81,248,0.908,226,183,0.81,205,0.907,Y
2016-2017,58,10587,6069249,Yuba,Yuba County Office of Education,Yuba County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,143,72,0.503,90,0.629,123,66,0.537,82,0.667,Y
2016-2017,58,72728,6056600,Yuba,Camptonville Elementary,Camptonville Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,63,35,0.556,39,0.619,63,35,0.556,39,0.619,Y
2016-2017,58,72728,6115935,Yuba,Camptonville Elementary,Camptonville Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,165,Directly funded,Y,K,12,456,206,0.452,244,0.535,443,198,0.447,234,0.528,Y
