Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,48,70581,6051494,Solano,Vallejo City Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,182,156,0.857,156,0.857,182,156,0.857,156,0.857,Y
2020-2021,48,70581,6051502,Solano,Vallejo City Unified,Loma Vista Environmental Science Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,399,243,0.609,310,0.777,388,241,0.621,304,0.784,Y
2020-2021,48,70581,6051437,Solano,Vallejo City Unified,Mare Island Health and Fitness Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,8,426,335,0.786,335,0.786,426,335,0.786,335,0.786,Y
2020-2021,48,70581,6116255,Solano,Vallejo City Unified,Mare Island Technology Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Y,181,Directly funded,Y,6,8,418,193,0.462,221,0.529,418,193,0.462,221,0.529,Y
2020-2021,48,70581,4830196,Solano,Vallejo City Unified,MIT Academy,Unified School District,High Schools (Public),Traditional,N/A,Y,372,Directly funded,Y,9,12,513,199,0.388,239,0.466,492,189,0.384,228,0.463,Y
2020-2021,48,70581,137380,Solano,Vallejo City Unified,MIT Griffin Academy Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Y,1912,Directly funded,Y,6,8,302,133,0.44,160,0.53,302,133,0.44,160,0.53,Y
2020-2021,48,70581,1,Solano,Vallejo City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,15,0.484,15,0.484,27,12,0.444,12,0.444,Y
2020-2021,48,70581,6071302,Solano,Vallejo City Unified,Solano Widenmann Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,677,446,0.659,575,0.849,677,446,0.659,575,0.849,Y
2020-2021,48,70581,6051544,Solano,Vallejo City Unified,Steffan Manor Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,518,332,0.641,444,0.857,502,321,0.639,431,0.859,Y
2020-2021,48,70581,6069900,Solano,Vallejo City Unified,Vallejo Adult Transition,Unified School District,Special Education Schools (Public),Special Education School,Not Participating,N ,N/A,N/A,N,Adult,Adult,41,14,0.341,15,0.366,1,0,0,0,0,Y
2020-2021,48,70581,115469,Solano,Vallejo City Unified,Vallejo Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,940,Locally funded,N,K,8,447,215,0.481,265,0.593,447,215,0.481,265,0.593,Y
2020-2021,48,70581,4838504,Solano,Vallejo City Unified,Vallejo High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1534,865,0.564,1179,0.769,1466,827,0.564,1126,0.768,Y
2020-2021,49,10496,1,Sonoma,Sonoma County Office of Education,"Nonpublic, Nonsectarian Schools",County Office of Education (COE),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,31,1,31,1,30,30,1,30,1,Y
2020-2021,49,10496,4930343,Sonoma,Sonoma County Office of Education,Sonoma County Alternative Education Programs,County Office of Education (COE),County Community,County Community School,N/A,N ,N/A,N/A,N,K,12,57,26,0.456,30,0.526,48,21,0.438,25,0.521,Y
2020-2021,49,10496,4930079,Sonoma,Sonoma County Office of Education,Sonoma County Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N ,N/A,N/A,N,K,12,12,12,1,12,1,11,11,1,11,1,Y
2020-2021,49,10496,6069413,Sonoma,Sonoma County Office of Education,Sonoma County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,P,12,311,79,0.254,80,0.257,208,67,0.322,68,0.327,Y
2020-2021,49,70599,6051577,Sonoma,Alexander Valley Union Elementary,Alexander Valley Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,115,23,0.2,26,0.226,115,23,0.2,26,0.226,Y
2020-2021,49,70607,4930400,Sonoma,West Sonoma County Union High,Analy High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1158,310,0.268,442,0.382,1122,298,0.266,428,0.381,Y
2020-2021,49,70607,4931507,Sonoma,West Sonoma County Union High,El Molino High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,562,183,0.326,230,0.409,551,178,0.323,223,0.405,Y
2020-2021,49,70607,4930327,Sonoma,West Sonoma County Union High,Laguna High,High School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,80,36,0.45,37,0.463,76,35,0.461,35,0.461,Y
2020-2021,49,70607,1,Sonoma,West Sonoma County Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,4,0.308,4,0.308,11,3,0.273,3,0.273,Y
2020-2021,49,70607,121038,Sonoma,West Sonoma County Union High,West Sonoma County Consortium,High School District,Special Education Schools (Public),District Special Education Consortia School,N/A,N ,N/A,N/A,N,P,Adult,38,15,0.395,16,0.421,35,14,0.4,15,0.429,Y
2020-2021,49,70615,6051585,Sonoma,Bellevue Union,Bellevue Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,6,401,299,0.746,332,0.828,398,297,0.746,329,0.827,Y
2020-2021,49,70615,6051593,Sonoma,Bellevue Union,Kawana Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,6,344,199,0.578,240,0.698,344,199,0.578,240,0.698,Y
2020-2021,49,70615,6115695,Sonoma,Bellevue Union,Meadow View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,6,375,266,0.709,305,0.813,375,266,0.709,305,0.813,Y
2020-2021,49,70615,1,Sonoma,Bellevue Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,0.2,1,0.2,5,1,0.2,1,0.2,Y
2020-2021,49,70615,113506,Sonoma,Bellevue Union,Taylor Mountain Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,6,419,300,0.716,341,0.814,411,297,0.723,337,0.82,Y
2020-2021,49,70623,6098248,Sonoma,Bennett Valley Union Elementary,Strawberry Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,4,6,390,77,0.197,83,0.213,390,77,0.197,83,0.213,Y
2020-2021,49,70623,6051619,Sonoma,Bennett Valley Union Elementary,Yulupa Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,3,599,112,0.187,116,0.194,581,111,0.191,115,0.198,Y
2020-2021,49,70649,6051635,Sonoma,Cinnabar Elementary,Cinnabar Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1310,Locally funded,N,K,8,231,120,0.519,132,0.571,223,117,0.525,129,0.578,Y
2020-2021,49,70649,125724,Sonoma,Cinnabar Elementary,Cinnabar Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,K,20,14,0.7,16,0.8,20,14,0.7,16,0.8,Y
2020-2021,49,70656,4930855,Sonoma,Cloverdale Unified,Cloverdale High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,411,187,0.455,211,0.513,397,181,0.456,204,0.514,Y
2020-2021,49,70656,6051643,Sonoma,Cloverdale Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,4,481,271,0.563,288,0.599,470,266,0.566,283,0.602,Y
2020-2021,49,70656,4930848,Sonoma,Cloverdale Unified,Johanna Echols-Hansen High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,22,12,0.545,14,0.636,14,8,0.571,9,0.643,Y
2020-2021,49,70656,1,Sonoma,Cloverdale Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0.5,1,0.5,2,1,0.5,1,0.5,Y
2020-2021,49,70656,6051650,Sonoma,Cloverdale Unified,Washington,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,5,8,434,226,0.521,250,0.576,434,226,0.521,250,0.576,Y
2020-2021,49,70672,122440,Sonoma,Dunham Elementary,Dunham Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1194,Locally funded,N,K,6,147,35,0.238,36,0.245,143,34,0.238,35,0.245,Y
2020-2021,49,70672,6051700,Sonoma,Dunham Elementary,Dunham Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,9,1,0.111,1,0.111,9,1,0.111,1,0.111,Y
2020-2021,49,70680,112987,Sonoma,Forestville Union Elementary,Forestville Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,842,Locally funded,N,2,8,218,106,0.486,113,0.518,218,106,0.486,113,0.518,Y
2020-2021,49,70680,6051718,Sonoma,Forestville Union Elementary,Forestville Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,1,48,24,0.5,26,0.542,45,23,0.511,25,0.556,Y
2020-2021,49,70680,1,Sonoma,Forestville Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,1,0,0,0,0,Y
2020-2021,49,70698,6051726,Sonoma,Fort Ross Elementary,Fort Ross Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,11,6,0.545,6,0.545,10,5,0.5,5,0.5,Y
2020-2021,49,70706,4930053,Sonoma,Geyserville Unified,Buena Vista High,Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,9,5,0.556,5,0.556,7,4,0.571,4,0.571,Y
2020-2021,49,70706,6051734,Sonoma,Geyserville Unified,Geyserville Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,90,50,0.556,51,0.567,90,50,0.556,51,0.567,Y
2020-2021,49,70706,129981,Sonoma,Geyserville Unified,Geyserville New Tech Academy,Unified School District,K-12 Schools (Public),Traditional,CEP,N ,N/A,N/A,N,6,12,110,49,0.445,50,0.455,107,46,0.43,47,0.439,Y
2020-2021,49,70714,6051742,Sonoma,Gravenstein Union Elementary,Gravenstein Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1445,Locally funded,N,K,5,438,90,0.205,98,0.224,427,86,0.201,94,0.22,Y
2020-2021,49,70714,126888,Sonoma,Gravenstein Union Elementary,Gravenstein First,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,1,1,35,8,0.229,8,0.229,35,8,0.229,8,0.229,Y
2020-2021,49,70714,6051759,Sonoma,Gravenstein Union Elementary,Hillcrest Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Y,1444,Locally funded,N,6,8,284,48,0.169,51,0.18,284,48,0.169,51,0.18,Y
2020-2021,49,70722,139048,Sonoma,Guerneville Elementary,California Pacific Charter - Sonoma,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2037,Directly funded,Y,K,12,216,90,0.417,104,0.481,204,85,0.417,97,0.475,Y
2020-2021,49,70722,6051767,Sonoma,Guerneville Elementary,Guerneville Elementary (Charter),Elementary School District,Elementary Schools (Public),Traditional,CEP,Y,1978,Locally funded,N,K,8,220,110,0.5,127,0.577,220,110,0.5,127,0.577,Y
2020-2021,49,70722,138248,Sonoma,Guerneville Elementary,Guerneville Primary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,K,22,10,0.455,13,0.591,17,9,0.529,10,0.588,Y
2020-2021,49,70722,1,Sonoma,Guerneville Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,1,0.5,2,0,0,1,0.5,Y
2020-2021,49,70730,6051775,Sonoma,Harmony Union Elementary,Harmony Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,1,40,7,0.175,7,0.175,39,6,0.154,6,0.154,Y
2020-2021,49,70730,6120588,Sonoma,Harmony Union Elementary,Pathways Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,492,Directly funded,Y,K,12,417,150,0.36,167,0.4,397,142,0.358,156,0.393,Y
2020-2021,49,70730,6110639,Sonoma,Harmony Union Elementary,Salmon Creek School - A Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,941,Locally funded,N,2,8,160,42,0.263,44,0.275,160,42,0.263,44,0.275,Y
2020-2021,49,70763,6051809,Sonoma,Horicon Elementary,Horicon Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,59,49,0.831,50,0.847,57,48,0.842,49,0.86,Y
2020-2021,49,70789,6051825,Sonoma,Kenwood ,Kenwood Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,131,25,0.191,30,0.229,131,25,0.191,30,0.229,Y
2020-2021,49,70797,107284,Sonoma,Liberty Elementary,California Virtual Academy @ Sonoma,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,653,Directly funded,Y,K,12,1098,571,0.52,662,0.603,1067,557,0.522,647,0.606,Y
2020-2021,49,70797,139568,Sonoma,Liberty Elementary,Heartwood Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2071,Directly funded,Y,K,12,179,60,0.335,64,0.358,178,60,0.337,64,0.36,Y
2020-2021,49,70797,6051833,Sonoma,Liberty Elementary,Liberty Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1260,Locally funded,N,1,6,135,16,0.119,20,0.148,135,16,0.119,20,0.148,Y
2020-2021,49,70797,140228,Sonoma,Liberty Elementary,Liberty Independent Study,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2102,Locally funded,N,P,12,34,3,8.82E-02,3,8.82E-02,30,3,0.1,3,0.1,Y
2020-2021,49,70797,123422,Sonoma,Liberty Elementary,Liberty Primary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,1,40,6,0.15,7,0.175,39,6,0.154,7,0.179,Y
2020-2021,49,70805,6111066,Sonoma,Mark West Union Elementary,John B. Riebli Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1422,Locally funded,N,K,6,341,67,0.196,75,0.22,341,67,0.196,75,0.22,Y
2020-2021,49,70805,105890,Sonoma,Mark West Union Elementary,Mark West Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,616,Locally funded,N,K,8,182,36,0.198,40,0.22,182,36,0.198,40,0.22,Y
2020-2021,49,70805,6051841,Sonoma,Mark West Union Elementary,Mark West Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,393,133,0.338,167,0.425,384,130,0.339,164,0.427,Y
2020-2021,49,70805,1,Sonoma,Mark West Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,0,0,2,0,0,0,0,Y
2020-2021,49,70805,6051858,Sonoma,Mark West Union Elementary,San Miguel Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1417,Locally funded,N,K,6,380,108,0.284,119,0.313,375,107,0.285,118,0.315,Y
2020-2021,49,70813,6051866,Sonoma,Monte Rio Union Elementary,Monte Rio Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,8,61,61,1,61,1,60,60,1,60,1,Y
2020-2021,49,70813,1,Sonoma,Monte Rio Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,1,0,0,0,0,Y
2020-2021,49,70821,6051874,Sonoma,Montgomery Elementary,Montgomery Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,22,10,0.455,13,0.591,22,10,0.455,13,0.591,Y
2020-2021,49,70839,1,Sonoma,Oak Grove Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0.5,1,0.5,2,1,0.5,1,0.5,Y
2020-2021,49,70839,6051882,Sonoma,Oak Grove Union Elementary,Oak Grove Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,K,73,17,0.233,19,0.26,62,13,0.21,15,0.242,Y
2020-2021,49,70839,6051890,Sonoma,Oak Grove Union Elementary,Oak Grove Elementary/Willowside Middle,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,655,Locally funded,N,1,8,765,166,0.217,184,0.241,765,166,0.217,184,0.241,Y
2020-2021,49,70839,138065,Sonoma,Oak Grove Union Elementary,Pivot Charter School - North Bay,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,1985,Directly funded,Y,K,12,453,203,0.448,236,0.521,395,170,0.43,199,0.504,Y
2020-2021,49,70847,6051916,Sonoma,Old Adobe Union,La Tercera Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,297,75,0.253,83,0.279,288,75,0.26,83,0.288,Y
2020-2021,49,70847,127555,Sonoma,Old Adobe Union,Loma Vista Immersion Academy,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1579,Locally funded,N,K,6,481,146,0.304,170,0.353,453,138,0.305,161,0.355,Y
2020-2021,49,70847,6072136,Sonoma,Old Adobe Union,Miwok Valley Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1424,Locally funded,N,K,6,327,149,0.456,167,0.511,312,143,0.458,161,0.516,Y
2020-2021,49,70847,1,Sonoma,Old Adobe Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,0,0,0,4,0,0,0,0,Y
2020-2021,49,70847,6051924,Sonoma,Old Adobe Union,Old Adobe Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1423,Locally funded,N,K,6,331,66,0.199,74,0.224,320,63,0.197,71,0.222,Y
2020-2021,49,70847,119750,Sonoma,Old Adobe Union,River Montessori Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1086,Directly funded,Y,K,6,156,24,0.154,29,0.186,156,24,0.154,29,0.186,Y
2020-2021,49,70847,6114755,Sonoma,Old Adobe Union,Sonoma Mountain Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1450,Locally funded,N,K,6,462,49,0.106,56,0.121,443,48,0.108,55,0.124,Y
2020-2021,49,70854,6051940,Sonoma,Petaluma City Elementary,Grant Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,371,39,0.105,64,0.173,371,39,0.105,64,0.173,Y
2020-2021,49,70854,6119036,Sonoma,Petaluma City Elementary,Live Oak Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,382,Directly funded,Y,K,8,280,52,0.186,65,0.232,272,52,0.191,65,0.239,Y
2020-2021,49,70854,6051957,Sonoma,Petaluma City Elementary,McDowell Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,228,162,0.711,193,0.846,223,157,0.704,188,0.843,Y
2020-2021,49,70854,6051965,Sonoma,Petaluma City Elementary,McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,395,112,0.284,141,0.357,381,105,0.276,133,0.349,Y
2020-2021,49,70854,6051973,Sonoma,Petaluma City Elementary,McNear Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,342,64,0.187,96,0.281,327,62,0.19,94,0.287,Y
2020-2021,49,70854,1,Sonoma,Petaluma City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0,1,0.333,3,0,0,1,0.333,Y
